SPECIES,LATITUDE,LONGITUDE
KANGAROO,-35.37201238,149.0859877
KANGAROO,-35.38385807,149.091547
KANGAROO,-35.40474948,149.1451697
KANGAROO,-35.37196043,149.1682284
KANGAROO,-35.29410926,149.1724175
KANGAROO,-35.4317318,149.1303428
KANGAROO,-35.46255875,149.109306
KANGAROO,-35.44480342,149.1050706
KANGAROO,-35.44479953,149.1050656
KANGAROO,-35.35558447,149.1007699
KANGAROO,-35.41040907,149.1337365
KANGAROO,-35.29849063,149.0699198
KANGAROO,-35.25089036,149.153681
KANGAROO,-35.32069457,149.0607382
KANGAROO,-35.43144927,149.0754951
KANGAROO,-35.25113005,149.1878087
KANGAROO,-35.2139879,149.1865321
KANGAROO,-35.26963125,149.0514363
KANGAROO,-35.44501746,149.1145861
POSSUM,-35.37207251,149.0981152
WOMBAT,-35.5991279,149.0530339
POSSUM,-35.31688105,149.1445354
OTHER,-35.32035686,149.1437925
OTHER,-35.34269492,149.0561004
POSSUM,-35.24980974,149.1326649
OTHER,-35.40837054,149.1446456
OTHER,-35.31991188,149.0895849
OTHER,-35.25243463,149.0823369
KANGAROO,-35.33155316,149.1224869
KANGAROO,-35.38060055,149.1699792
KANGAROO,-35.38455908,149.0942555
KANGAROO,-35.34624593,149.1184564
KANGAROO,-35.34789052,149.1373631
SWAMP WALLABY,-35.28515512,149.0953893
KANGAROO,-35.34929765,149.1054473
KANGAROO,-35.3964848,149.1456112
KANGAROO,-35.15429487,149.1562251
KANGAROO,-35.3325402,149.0634555
KANGAROO,-35.28714057,149.0394025
KANGAROO,-35.2826442,149.0423917
KANGAROO,-35.29300977,149.1496539
KANGAROO,-35.33267725,149.0696887
KANGAROO,-35.37412822,149.0577309
KANGAROO,-35.33717512,149.1066666
KANGAROO,-35.40952785,149.1232509
KANGAROO,-35.2785266,149.0831772
KANGAROO,-35.38118695,149.0587033
KANGAROO,-35.42243665,149.0672724
KANGAROO,-35.44091875,149.0931636
KANGAROO,-35.27934068,148.9750028
KANGAROO,-35.32824288,149.0487858
KANGAROO,-35.44077723,149.0932489
KANGAROO,-35.2070224,149.0267194
KANGAROO,-35.32608987,149.2238018
KANGAROO,-35.32981674,149.2346323
KANGAROO,-35.47505055,149.1419456
KANGAROO,-35.26851404,149.139258
KANGAROO,-35.44487312,149.1147638
KANGAROO,-35.46264612,149.1088153
KANGAROO,-35.44428673,149.1024188
KANGAROO,-35.36189103,149.0674088
KANGAROO,-35.25167332,149.1576782
KANGAROO,-35.26310342,149.1418859
POSSUM,-35.33551865,149.1770605
OTHER,-35.38281362,149.0531196
POSSUM,-35.24653232,149.1554645
POSSUM,-35.29322867,149.1524366
POSSUM,-35.23084326,149.1134067
OTHER,-35.31458917,149.1530314
POSSUM,-35.22968266,149.0105911
OTHER,-35.37357085,149.0387976
OTHER,-35.18385978,149.1498049
POSSUM,-35.33949766,149.1282711
POSSUM,-35.25234477,149.1413763
WOMBAT,-35.29701231,149.0343279
OTHER,-35.34725656,149.0890405
OTHER,-35.23922956,149.1119895
WOMBAT,-35.32570392,149.0283364
WOMBAT,-35.30677145,149.0313417
OTHER,-35.4150915,149.1295265
KANGAROO,-35.3796537,149.0733778
KANGAROO,-35.39401512,149.1045071
KANGAROO,-35.56652622,149.0932206
KANGAROO,-35.50036727,149.0781719
KANGAROO,-35.28397278,149.1599627
KANGAROO,-35.16033424,149.0621448
KANGAROO,-35.15221692,149.1617065
KANGAROO,-35.32720137,149.0496011
KANGAROO,-35.22261538,149.1958315
KANGAROO,-35.31351573,149.0267518
KANGAROO,-35.38187905,149.0941173
KANGAROO,-35.20330798,149.05203
KANGAROO,-35.25128232,149.1634554
KANGAROO,-35.44354213,149.0985219
KANGAROO,-35.39105723,149.1026833
KANGAROO,-35.38872027,149.1279803
KANGAROO,-35.32072488,149.0590714
KANGAROO,-35.17414187,149.0624161
KANGAROO,-35.27774705,149.0792748
KANGAROO,-35.16094214,149.1466578
KANGAROO,-35.44652024,149.0929199
KANGAROO,-35.27684322,149.0730021
KANGAROO,-35.21360799,149.1128472
KANGAROO,-35.35318335,149.1461935
KANGAROO,-35.47270735,149.1071576
KANGAROO,-35.28312952,149.1512262
KANGAROO,-35.33776697,148.9987895
KANGAROO,-35.45704332,149.0910699
KANGAROO,-35.26702141,149.0542765
KANGAROO,-35.24910733,149.1679521
KANGAROO,-35.34695483,149.1631545
KANGAROO,-35.40847657,149.1446249
KANGAROO,-35.38489947,149.0947088
WOMBAT,-35.38787712,149.0300648
WOMBAT,-35.46909593,149.0461798
OTHER,-35.16671743,149.0988699
KANGAROO,-35.39632122,149.1441293
KANGAROO,-35.42177518,149.0667219
KANGAROO,-35.37132867,149.0855428
KANGAROO,-35.37949696,149.0454027
KANGAROO,-35.1857075,149.0941752
KANGAROO,-35.33835543,149.1784359
KANGAROO,-35.33837178,149.178458
KANGAROO,-35.33838323,149.1784608
KANGAROO,-35.25093693,149.0771611
KANGAROO,-35.27458373,149.0875793
KANGAROO,-35.47271122,149.1030151
KANGAROO,-35.16325015,149.1489247
KANGAROO,-35.17613673,149.0994087
OTHER,-35.33939883,149.0542468
WOMBAT,-35.39835349,149.0582155
KANGAROO,-35.38399433,149.0830219
KANGAROO,-35.37388815,149.0589155
KANGAROO,-35.29339617,149.1715482
KANGAROO,-35.36344559,149.0496076
KANGAROO,-35.35039552,149.0707962
KANGAROO,-35.44638906,149.1091756
KANGAROO,-35.15382465,149.1434499
KANGAROO,-35.31666375,149.0345025
KANGAROO,-35.30883117,149.0618332
KANGAROO,-35.27798158,149.0806579
KANGAROO,-35.2727912,149.0597412
SWAMP WALLABY,-35.3253871,149.1643206
KANGAROO,-35.39642258,149.1443989
KANGAROO,-35.17869795,149.1448115
KANGAROO,-35.1664723,149.096707
KANGAROO,-35.28272153,149.1500209
KANGAROO,-35.32148327,149.0589386
KANGAROO,-35.43387775,149.1260478
KANGAROO,-35.3478322,149.0719255
KANGAROO,-35.22077873,149.1299132
OTHER,-35.24596516,149.0325289
POSSUM,-35.21803355,149.1376382
OTHER,-35.28476217,149.1119684
POSSUM,-35.33273421,149.1510864
POSSUM,-35.26229885,149.11265
POSSUM,-35.2041414,149.0166279
POSSUM,-35.40356,149.0899116
OTHER,-35.33479465,149.1622016
OTHER,-35.22373269,149.1959023
OTHER,-35.29091457,149.0759368
POSSUM,-35.32670653,149.1523293
0,-35.4158042,149.1296211
KANGAROO,-35.33826597,148.9935963
KANGAROO,-35.37355988,149.061387
KANGAROO,-35.37121303,149.1310917
KANGAROO,-35.3853072,149.1160212
KANGAROO,-35.33096898,149.0103301
KANGAROO,-35.34895774,149.1375945
SWAMP WALLABY,-35.25086945,149.1071063
KANGAROO,-35.34071674,149.0662869
KANGAROO,-35.18176287,149.1463653
KANGAROO,-35.31924457,149.1012144
KANGAROO,-35.39688434,149.0575899
KANGAROO,-35.25073973,149.1545443
KANGAROO,-35.2684881,149.1426601
KANGAROO,-35.34659084,149.1093903
KANGAROO,-35.44570517,149.1099872
KANGAROO,-35.2064561,149.1962344
KANGAROO,-35.33015902,149.1259067
KANGAROO,-35.17613673,149.0994087
KANGAROO,-35.3728203,149.1317669
KANGAROO,-35.37279097,149.1317937
KANGAROO,-35.25164994,149.1521834
KANGAROO,-35.33013872,149.2361775
KANGAROO,-35.30653579,149.1849279
KANGAROO,-35.22106527,149.1958094
KANGAROO,-35.44617018,149.1119613
KANGAROO,-35.23827073,148.9957043
KANGAROO,-35.23663581,148.9979237
KANGAROO,-35.27376907,149.0756666
KANGAROO,-35.33964086,149.1273915
KANGAROO,-35.32257448,149.0605483
KANGAROO,-35.38130949,149.084238
KANGAROO,-35.41160324,149.129031
KANGAROO,-35.27906714,149.0834771
KANGAROO,-35.18431047,149.0892289
KANGAROO,-35.44356375,149.0924609
POSSUM,-35.30761731,149.1005536
POSSUM,-35.32098865,149.1283275
KANGAROO,-35.38609134,149.1684458
KANGAROO,-35.46036713,149.0985373
KANGAROO,-35.28155814,149.151132
KANGAROO,-35.38123002,149.0569706
KANGAROO,-35.40710763,149.1453835
KANGAROO,-35.44587317,149.1096646
KANGAROO,-35.4444593,149.1049503
KANGAROO,-35.25259344,149.0823559
KANGAROO,-35.18143447,149.146278
KANGAROO,-35.26193176,149.1870915
KANGAROO,-35.33112533,149.1129247
KANGAROO,-35.4450441,149.1143825
KANGAROO,-35.37860242,149.0748963
KANGAROO,-35.35493276,149.1007307
OTHER,-35.31990321,149.2076727
POSSUM,-35.34118516,149.1111814
KANGAROO,-35.24377905,149.1134689
KANGAROO,-35.32457703,149.0963562
KANGAROO,-35.26991131,149.0428426
KANGAROO,-35.32160738,149.0311622
KANGAROO,-35.29350448,149.1717088
KANGAROO,-35.27993272,149.1466767
KANGAROO,-35.40052232,149.0751785
KANGAROO,-35.23911115,149.1659777
KANGAROO,-35.23575026,149.1162495
KANGAROO,-35.23604666,149.1159681
KANGAROO,-35.2852409,149.0922917
KANGAROO,-35.28526413,149.0918158
KANGAROO,-35.44679948,149.0925342
KANGAROO,-35.38368199,149.0883801
KANGAROO,-35.32590697,149.0580617
POSSUM,-35.3398556,149.0888523
POSSUM,-35.26684841,149.125767
WOMBAT,-35.34147029,149.051432
0,-35.3222894,149.0561874
KANGAROO,-35.22319559,149.1715548
KANGAROO,-35.38978801,149.1337424
KANGAROO,-35.34621166,149.1294434
KANGAROO,-35.39806758,149.1440025
WALLAROO,-35.37936475,149.0759501
KANGAROO,-35.36520313,149.0506559
KANGAROO,-35.3834675,149.0861565
KANGAROO,-35.43320363,149.113791
KANGAROO,-35.18664358,149.0940895
KANGAROO,-35.27884214,149.1505388
KANGAROO,-35.25007746,149.1083394
KANGAROO,-35.34625849,149.1180808
KANGAROO,-35.3147148,149.0330026
KANGAROO,-35.38521202,149.1415999
KANGAROO,-35.23768565,149.2191733
KANGAROO,-35.22638952,149.12085
KANGAROO,-35.24241884,149.1107095
KANGAROO,-35.3251864,149.0966223
KANGAROO,-35.25801502,149.0908279
KANGAROO,-35.37301831,149.0573383
KANGAROO,-35.37558142,149.1699384
KANGAROO,-35.23899191,149.19308
KANGAROO,-35.310898,149.0223741
KANGAROO,-35.315335,149.0337371
KANGAROO,-35.21285839,149.1790947
KANGAROO,-35.37934537,149.1135578
WOMBAT,-35.4456632,149.1251116
WOMBAT,-35.39817799,149.0706151
POSSUM,-35.33838121,149.1095057
KANGAROO,-35.37539902,149.1331534
KANGAROO,-35.39889438,149.1057236
KANGAROO,-35.34479,149.0689347
KANGAROO,-35.40896545,149.1196463
KANGAROO,-35.2845086,149.1932893
KANGAROO,-35.23177354,149.1217018
KANGAROO,-35.23518307,149.0626954
KANGAROO,-35.23195059,149.1186408
KANGAROO,-35.29198076,149.1624038
KANGAROO,-35.39936742,149.1177133
KANGAROO,-35.36607482,149.1084852
KANGAROO,-35.36815966,149.1093963
KANGAROO,-35.37577173,149.0924257
KANGAROO,-35.32009794,149.0286291
KANGAROO,-35.26951958,149.0545955
KANGAROO,-35.38388868,149.0834942
KANGAROO,-35.38389325,149.0834964
KANGAROO,-35.38060705,149.0926756
KANGAROO,-35.3386324,149.1751258
KANGAROO,-35.33145492,149.0638443
KANGAROO,-35.36168832,149.0672963
KANGAROO,-35.27503115,149.1477323
KANGAROO,-35.43377378,149.0686021
KANGAROO,-35.31898701,149.1162337
KANGAROO,-35.25921322,149.0958795
KANGAROO,-35.32179836,149.0636484
KANGAROO,-35.20619856,149.1978207
KANGAROO,-35.27971744,149.1454731
KANGAROO,-35.45665877,149.0958011
KANGAROO,-35.38520932,149.0953342
KANGAROO,-35.35129875,149.134956
KANGAROO,-35.27421251,149.1458193
KANGAROO,-35.29635271,149.2563297
KANGAROO,-35.25973346,149.0932006
KANGAROO,-35.32751482,149.0953471
KANGAROO,-35.38224985,149.1759276
KANGAROO,-35.40433021,149.1463654
KANGAROO,-35.40453146,149.1461403
KANGAROO,-35.45813336,149.0976869
KANGAROO,-35.42845728,149.0844298
KANGAROO,-35.3326336,149.0541357
KANGAROO,-35.32520118,149.0640329
SWAMP WALLABY,-35.34549058,149.1181485
KANGAROO,-35.28358749,149.1097372
KANGAROO,-35.3055911,149.0220801
KANGAROO,-35.40585621,149.0638401
KANGAROO,-35.37353208,149.0614276
KANGAROO,-35.38117419,149.0782504
KANGAROO,-35.38185222,149.0786721
KANGAROO,-35.34068715,149.1233523
KANGAROO,-35.40939165,149.1448774
OTHER,-35.42519764,149.1396348
OTHER,-35.33026213,149.1721425
KANGAROO,-35.44454925,149.1307449
KANGAROO,-35.45525938,149.1190555
KANGAROO,-35.43330344,149.1263924
KANGAROO,-35.40314751,149.1467567
KANGAROO,-35.40128716,149.1483843
KANGAROO,-35.37886449,149.1341135
KANGAROO,-35.37901271,149.1342169
KANGAROO,-35.36436413,149.1273616
KANGAROO,-35.24023302,149.193103
KANGAROO,-35.26393656,149.1954888
KANGAROO,-35.23121437,149.1667063
KANGAROO,-35.22748545,149.1573553
WOMBAT,-35.40121026,149.059443
OTHER,-35.44972177,149.1247552
POSSUM,-35.34285928,149.1060816
KANGAROO,-35.34420485,149.1392025
KANGAROO,-35.38046754,149.0993385
POSSUM,-35.31109928,149.0930962
KANGAROO,-35.37355664,149.0569766
KANGAROO,-35.47109797,149.1041744
KANGAROO,-35.31333576,149.0329859
KANGAROO,-35.31376509,149.0319874
KANGAROO,-35.23227606,149.0846501
KANGAROO,-35.26204439,149.2634425
KANGAROO,-35.28903747,149.1924945
KANGAROO,-35.47046315,149.0976637
KANGAROO,-35.44380449,149.0988264
KANGAROO,-35.21878094,149.1808589
KANGAROO,-35.37998703,149.1798168
KANGAROO,-35.32576693,149.3735671
KANGAROO,-35.18189579,149.1486019
KANGAROO,-35.34488227,149.1387523
KANGAROO,-35.36181082,149.1303335
KANGAROO,-35.32127974,149.1172058
KANGAROO,-35.20610787,149.1984953
KANGAROO,-35.20612412,149.1984292
WALLAROO,-35.37703195,149.0701039
KANGAROO,-35.35286332,149.1470914
KANGAROO,-35.28432932,149.1666545
KANGAROO,-35.33248063,149.0628296
KANGAROO,-35.26848214,149.0382137
KANGAROO,-35.33002845,149.0658268
KANGAROO,-35.39329067,149.0466969
KANGAROO,-35.38270378,149.1159538
KANGAROO,-35.31176887,149.1073208
KANGAROO,-35.27623483,149.0760576
KANGAROO,-35.37928888,149.0756675
KANGAROO,-35.31839407,149.0893251
KANGAROO,-35.26903733,149.0749871
KANGAROO,-35.26175025,149.0561461
KANGAROO,-35.18023601,149.143577
KANGAROO,-35.31184192,149.0320681
KANGAROO,-35.31370373,149.0390987
KANGAROO,-35.38352423,149.0856779
KANGAROO,-35.32523934,149.1485535
KANGAROO,-35.45283614,149.1187012
KANGAROO,-35.21576477,149.1850001
KANGAROO,-35.33306418,148.9803729
KANGAROO,-35.2717564,149.1481273
KANGAROO,-35.34432373,149.1951875
KANGAROO,-35.27621929,149.0869525
KANGAROO,-35.36435262,149.1274154
KANGAROO,-35.28489399,149.0904885
KANGAROO,-35.28491418,149.0901588
KANGAROO,-35.28535523,149.0936637
KANGAROO,-35.36833345,149.1293039
WOMBAT,-35.39451696,149.0503856
POSSUM,-35.32178627,149.1438987
KANGAROO,-35.43097172,149.080281
KANGAROO,-35.18990575,149.0590731
KANGAROO,-35.18986153,149.0590768
KANGAROO,-35.3886775,149.0514824
KANGAROO,-35.32026532,149.2104477
KANGAROO,-35.17973991,149.0706103
KANGAROO,-35.34383917,149.2033056
KANGAROO,-35.40874955,149.1347458
KANGAROO,-35.29344165,149.1714397
KANGAROO,-35.22514425,149.0188773
KANGAROO,-35.33513297,149.0620029
KANGAROO,-35.45869648,149.0929458
KANGAROO,-35.38378938,149.0839614
KANGAROO,-35.15271155,149.1178598
KANGAROO,-35.40219988,149.1482407
KANGAROO,-35.39716928,149.0200793
KANGAROO,-35.38711997,149.0333156
KANGAROO,-35.38506302,149.1162973
OTHER,-35.2503502,149.0267252
RINGTAIL POSSUM,-35.25940642,149.0735546
OTHER,-35.34199156,149.1620396
OTHER,-35.18932616,149.0161447
POSSUM,-35.25201421,149.1234296
POSSUM,-35.35229615,149.0406842
WOMBAT,-35.22729656,149.075162
POSSUM,-35.37899563,149.0586897
OTHER,-35.33255852,149.1015143
POSSUM,-35.32929798,149.1507356
OTHER,-35.13765475,149.1461641
OTHER,-35.25466318,149.0925092
POSSUM,-35.25705342,149.1403784
WOMBAT,-35.31164349,149.0620328
OTHER,-35.21724778,149.1406504
KANGAROO,-35.28840675,149.1676578
KANGAROO,-35.220339,149.0989326
KANGAROO,-35.3104313,149.1149055
KANGAROO,-35.32839218,149.0948497
KANGAROO,-35.37806655,149.1840765
KANGAROO,-35.2770614,149.144202
KANGAROO,-35.21246168,149.1887856
KANGAROO,-35.38097033,149.0777814
KANGAROO,-35.32124982,149.0619676
KANGAROO,-35.32070882,149.0610134
KANGAROO,-35.37107536,149.1684964
KANGAROO,-35.39510399,149.1416468
KANGAROO,-35.39360933,149.1402818
KANGAROO,-35.39223095,149.1091001
KANGAROO,-35.54441563,149.1333518
KANGAROO,-35.38091368,149.0780822
KANGAROO,-35.27130045,149.2605113
KANGAROO,-35.60086094,149.0455768
KANGAROO,-35.21484605,149.1864013
KANGAROO,-35.23666131,149.1663961
KANGAROO,-35.44996859,149.0912779
KANGAROO,-35.38577127,149.0976951
KANGAROO,-35.27302996,149.1446689
KANGAROO,-35.2575134,149.1452729
KANGAROO,-35.25802868,149.1460711
KANGAROO,-35.27514827,149.0876467
KANGAROO,-35.32064812,149.1972958
KANGAROO,-35.30168001,149.1559295
KANGAROO,-35.34559423,149.1152604
WALLAROO,-35.43744081,149.0380761
KANGAROO,-35.18313847,149.1524193
KANGAROO,-35.32972829,149.1029358
KANGAROO,-35.18221835,149.1491016
KANGAROO,-35.329897,149.1028105
KANGAROO,-35.16831136,149.0966077
KANGAROO,-35.4713771,149.0971334
KANGAROO,-35.26264432,149.0319583
KANGAROO,-35.34654517,149.1270677
KANGAROO,-35.27127359,149.0559555
KANGAROO,-35.36966798,149.0852537
KANGAROO,-35.23693295,149.1945344
KANGAROO,-35.27379176,149.1802603
KANGAROO,-35.32803284,149.0268498
KANGAROO,-35.44682408,149.0928805
KANGAROO,-35.32618863,149.0454224
KANGAROO,-35.2149955,149.1906009
KANGAROO,-35.31881149,149.0374975
KANGAROO,-35.3443262,149.1953886
KANGAROO,-35.21625188,148.9965809
KANGAROO,-35.26677672,149.0545178
KANGAROO,-35.25806668,149.0272869
POSSUM,-35.3576697,149.060751
POSSUM,-35.3257082,149.0770925
KANGAROO,-35.18013382,149.1431887
KANGAROO,-35.58983968,149.1409593
KANGAROO,-35.234122,149.1175329
0,-35.17779296,149.1527992
WOMBAT,-35.28579199,149.0381857
OTHER,-35.32908004,149.1362625
0,-35.39612283,149.0600617
POSSUM,-35.27163035,149.1342808
WOMBAT,-35.4626831,149.1055847
POSSUM,-35.37073065,149.0625216
OTHER,-35.31582808,149.1633537
POSSUM,-35.1982316,149.0902096
KANGAROO,-35.379178,149.1669254
KANGAROO,-35.38410017,149.0819451
KANGAROO,-35.23182068,149.0842735
KANGAROO,-35.35492747,149.1010864
KANGAROO,-35.28317467,149.1549337
KANGAROO,-35.4603511,149.099726
KANGAROO,-35.39273616,149.044907
KANGAROO,-35.32719615,149.0903255
KANGAROO,-35.34488447,149.1400496
KANGAROO,-35.36676497,149.0790499
KANGAROO,-35.28430246,149.1601247
KANGAROO,-35.42212351,149.0670056
KANGAROO,-35.41235934,149.1247108
KANGAROO,-35.43991863,149.1276061
KANGAROO,-35.43836568,149.1264791
KANGAROO,-35.43887936,149.1268074
KANGAROO,-35.37501033,149.0938483
KANGAROO,-35.47495027,149.0910774
KANGAROO,-35.34768876,149.0718711
KANGAROO,-35.34550898,149.1157412
KANGAROO,-35.34811597,149.1222266
KANGAROO,-35.32674238,149.0464397
KANGAROO,-35.27254926,149.1877045
KANGAROO,-35.24967495,149.1656928
KANGAROO,-35.21981135,149.1794996
KANGAROO,-35.47682974,149.0903861
WALLAROO,-35.42783352,149.1363683
KANGAROO,-35.29494374,149.1734356
KANGAROO,-35.2693743,149.0445886
KANGAROO,-35.25123542,149.1877678
KANGAROO,-35.42397276,149.1031405
KANGAROO,-35.35333597,149.1442724
KANGAROO,-35.37475789,149.1109944
KANGAROO,-35.2237292,149.1675782
KANGAROO,-35.36788602,149.0996099
WALLAROO,-35.37928875,149.074473
KANGAROO,-35.39698778,149.0569821
KANGAROO,-35.16890618,149.0607815
KANGAROO,-35.38319922,149.1180231
KANGAROO,-35.19855527,149.1314833
POSSUM,-35.20023147,149.0433627
WOMBAT,-35.45705983,149.0770714
WOMBAT,-35.56183669,149.1327202
POSSUM,-35.23320416,149.1249568
OTHER,-35.31964558,149.1225414
0,-35.22878713,149.008206
POSSUM,-35.27044426,149.146569
POSSUM,-35.34463112,149.0896358
KANGAROO,-35.37742499,149.0392231
WALLAROO,-35.3748128,149.0683391
KANGAROO,-35.38385487,149.0848798
KANGAROO,-35.38016455,149.0773398
KANGAROO,-35.36436413,149.1273616
KANGAROO,-35.34435391,149.1391417
KANGAROO,-35.29774762,149.1085164
KANGAROO,-35.39334227,149.1178632
KANGAROO,-35.18260458,149.1508528
KANGAROO,-35.18268049,149.1513517
KANGAROO,-35.43592626,149.0928897
KANGAROO,-35.34013323,149.1120069
KANGAROO,-35.34569216,149.1451977
KANGAROO,-35.38051017,149.1141294
KANGAROO,-35.2832955,149.152957
KANGAROO,-35.43142382,149.1304648
KANGAROO,-35.34450417,149.1621922
KANGAROO,-35.38460391,149.1155391
KANGAROO,-35.45510951,149.1149575
KANGAROO,-35.33353238,149.0649785
KANGAROO,-35.33232902,149.0697318
KANGAROO,-35.32288655,148.9993028
KANGAROO,-35.32542792,149.0963111
KANGAROO,-35.25561964,149.151862
KANGAROO,-35.34426732,149.1378705
KANGAROO,-35.34537391,149.1134648
KANGAROO,-35.26397237,149.1952773
KANGAROO,-35.24143035,149.1943974
KANGAROO,-35.24216291,149.1919427
KANGAROO,-35.31577718,149.0266997
KANGAROO,-35.3442929,149.1349756
KANGAROO,-35.31544825,149.0345156
KANGAROO,-35.37818219,149.0938722
KANGAROO,-35.40794075,149.136986
KANGAROO,-35.40732048,149.138594
WALLAROO,-35.41705525,149.1448319
KANGAROO,-35.43418631,149.126176
KANGAROO,-35.432138,149.1297755
KANGAROO,-35.40725933,149.1387346
KANGAROO,-35.39376211,149.1039712
KANGAROO,-35.39153887,149.04333
KANGAROO,-35.23299422,149.1198169
KANGAROO,-35.23414855,149.089249
KANGAROO,-35.27761973,149.0792017
KANGAROO,-35.20230507,149.1323193
KANGAROO,-35.3824669,149.0438386
KANGAROO,-35.17050431,149.0605206
KANGAROO,-35.19089298,149.0152282
WOMBAT,-35.40564927,149.0641454
WOMBAT,-35.26964391,149.0392421
WOMBAT,-35.44611634,149.079518
POSSUM,-35.45342073,149.1188781
OTHER,-35.2931963,149.1735098
WOMBAT,-35.38732904,149.0332866
KANGAROO,-35.32628906,149.2246904
KANGAROO,-35.32621519,149.2242203
KANGAROO,-35.32608987,149.2238018
KANGAROO,-35.32981674,149.2346323
KANGAROO,-35.47505055,149.1419456
KANGAROO,-35.39308597,149.1656616
KANGAROO,-35.25322243,149.0261288
OTHER,-35.35584301,149.0346548
POSSUM,-35.34945347,149.1094958
POSSUM,-35.34956107,149.0806932
POSSUM,-35.29725588,149.0917873
OTHER,-35.3212236,149.117829
OTHER,-35.33727999,149.0468124
OTHER,-35.38740733,149.0573367
OTHER,-35.35361773,149.0290438
OTHER,-35.31381252,149.163428
POSSUM,-35.36447371,149.1116457
OTHER,-35.23626919,149.1944098
OTHER,-35.35642601,149.0357705
POSSUM,-35.25689523,149.1428897
POSSUM,-35.25682021,149.1429452
KANGAROO,-35.27221975,149.0881267
KANGAROO,-35.25089647,149.1543602
KANGAROO,-35.44148798,149.0867092
KANGAROO,-35.44461461,149.1051102
KANGAROO,-35.33906099,149.1029713
0,-35.2793252,149.1465058
OTHER,-35.47233599,149.1389211
WOMBAT,-35.4071012,149.1448906
POSSUM,-35.34886355,149.0924033
POSSUM,-35.35145731,149.0792369
OTHER,-35.16899273,149.0602606
WOMBAT,-35.38675851,149.0342424
OTHER,-35.43934636,149.0862434
POSSUM,-35.34161604,149.1071832
POSSUM,-35.24980114,149.0530993
POSSUM,-35.42910367,149.0756814
WOMBAT,-35.46742464,149.136182
OTHER,-35.32285396,149.1251051
OTHER,-35.32635268,149.1312516
KANGAROO,-35.35451772,149.1333135
KANGAROO,-35.23803074,149.1132104
KANGAROO,-35.38099627,149.0940593
KANGAROO,-35.37385003,149.1323152
KANGAROO,-35.38437215,149.116414
KANGAROO,-35.3858472,149.1159133
KANGAROO,-35.32756858,149.0952045
KANGAROO,-35.15263028,149.1186299
KANGAROO,-35.33674957,149.1108684
KANGAROO,-35.39061737,149.1018258
KANGAROO,-35.34272138,149.1904847
KANGAROO,-35.3731371,149.0823556
KANGAROO,-35.37246103,149.0823518
KANGAROO,-35.31454352,149.0627805
KANGAROO,-35.36995744,149.0810364
KANGAROO,-35.39043923,149.1363474
KANGAROO,-35.36881597,149.1296629
KANGAROO,-35.26851404,149.139258
KANGAROO,-35.2522679,149.1548778
KANGAROO,-35.29639142,149.164616
KANGAROO,-35.32425199,149.0562682
KANGAROO,-35.42831965,149.1354431
KANGAROO,-35.23381633,149.1942011
KANGAROO,-35.15240761,149.1190258
KANGAROO,-35.1863882,149.0835572
KANGAROO,-35.41246492,149.1243556
KANGAROO,-35.41243723,149.124351
KANGAROO,-35.41245153,149.1243798
KANGAROO,-35.41220587,149.1275112
KANGAROO,-35.40568347,149.1408651
KANGAROO,-35.32942455,149.122856
KANGAROO,-35.43272047,149.0826134
KANGAROO,-35.38507742,149.0949489
KANGAROO,-35.41092252,149.0617788
KANGAROO,-35.28781256,149.1667397
KANGAROO,-35.31298745,149.0258128
KANGAROO,-35.23747148,149.1938477
KANGAROO,-35.30166374,149.0339092
KANGAROO,-35.33261064,149.0635405
KANGAROO,-35.32592624,149.0641592
KANGAROO,-35.20665053,149.1956894
KANGAROO,-35.22031459,149.1957119
KANGAROO,-35.21630068,149.1843506
KANGAROO,-35.32919743,149.035952
KANGAROO,-35.32684281,149.0359614
KANGAROO,-35.38314238,149.0892134
KANGAROO,-35.32763273,148.9933745
KANGAROO,-35.4042298,149.1230358
KANGAROO,-35.3845507,149.1355854
KANGAROO,-35.28832413,149.1669132
KANGAROO,-35.28848041,149.1678864
POSSUM,-35.32751927,149.1378237
OTHER,-35.31519224,149.1082261
WOMBAT,-35.21569097,149.1830279
OTHER,-35.31257183,149.0625512
OTHER,-35.3120782,149.1841208
OTHER,-35.24129228,149.0307193
WOMBAT,-35.42273627,149.0800899
POSSUM,-35.34048195,149.229639
OTHER,-35.45734099,149.1048136
POSSUM,-35.36385464,149.0976169
POSSUM,-35.22115549,149.1023545
WOMBAT,-35.42067451,149.06387
POSSUM,-35.31046461,149.1352597
POSSUM,-35.21298435,149.0773819
RINGTAIL POSSUM,-35.25706655,149.1596344
POSSUM,-35.29302673,149.1429119
POSSUM,-35.2792131,149.1259576
KANGAROO,-35.35100963,149.1349209
KANGAROO,-35.35123444,149.1350992
KANGAROO,-35.3259017,149.0287426
KANGAROO,-35.3467417,149.057117
KANGAROO,-35.22028248,149.1785092
KANGAROO,-35.37518411,149.0499666
KANGAROO,-35.37307065,149.1690358
KANGAROO,-35.34698832,149.1984208
KANGAROO,-35.39631995,149.1445555
KANGAROO,-35.39435853,149.140874
KANGAROO,-35.38863867,149.130371
KANGAROO,-35.41009526,149.0623119
KANGAROO,-35.41008897,149.0619427
KANGAROO,-35.3728977,149.0651624
KANGAROO,-35.24348871,149.1187697
KANGAROO,-35.23202108,149.1233112
KANGAROO,-35.27870821,149.0871579
