lat,lng,road,species
-35.19349019,149.085596,GOLD CREEK ROAD,EASTERN GREY KANGAROO
-35.34147442,149.0364102,KALLARA CLOSE,EASTERN GREY KANGAROO
-35.31752939,149.03659030000003,JOHN GORTON DRIVE,EASTERN GREY KANGAROO
-35.40142505,149.14927450000002,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.19016372,149.1600939,BRUMBY STREET,EASTERN GREY KANGAROO
-35.40151333,149.1195654,OGDEN CLOSE,EASTERN GREY KANGAROO
-35.38998335,149.0837487,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.32054295,149.105683,RAWSON STREET,EASTERN GREY KANGAROO
-35.38773233,149.1666301,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.31994147,149.24317480000002,SUTTON ROAD,EASTERN GREY KANGAROO
-35.32036052,149.21115590000002,PIALLIGO AVENUE,RED NECKED WALLABY
-35.25689797,149.1479156,SHORTLAND CRESCENT,EASTERN GREY KANGAROO
-35.35358738,149.10949140000002,CALLEMONDA RISE,EASTERN GREY KANGAROO
-35.32560135,149.095597,KENT STREET,EASTERN GREY KANGAROO
-35.33867322,149.0940977,BOAKE PLACE,EASTERN GREY KANGAROO
-35.38314977,149.118493,LONG GULLY ROAD,EASTERN GREY KANGAROO
-35.27670826,149.14280530000002,LIMESTONE AVENUE,EASTERN GREY KANGAROO
-35.2528313,149.15025269999998,DIBBS STREET,EASTERN GREY KANGAROO
-35.35055187,149.0741685,EGGLESTON CRESCENT,EASTERN GREY KANGAROO
-35.24124543,149.1638044,ANTILL STREET,EASTERN GREY KANGAROO
-35.37464063,149.1686898,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.32597017,149.0229375,COTTER ROAD,EASTERN GREY KANGAROO
-35.39780232,149.12192549999997,COURTICE CLOSE,EASTERN GREY KANGAROO
-35.25244325,149.15361330000002,HANNAN CRESCENT,EASTERN GREY KANGAROO
-35.3911399,149.1120054,ERINDALE DRIVE,EASTERN GREY KANGAROO
-35.45669027,149.0958644,LAKE PLACE,EASTERN GREY KANGAROO
-35.32952675,149.12813730000002,MONARO CRESCENT,EASTERN GREY KANGAROO
-35.39895705,149.1600176,SAWMILL CIRCUIT,EASTERN GREY KANGAROO
-35.2625352,149.14732990000002,HASSALL STREET,EASTERN GREY KANGAROO
-35.3839806,149.0833819,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.36365157,149.16652630000002,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.18058882,149.14571619999998,HORSE PARK DRIVE,EASTERN GREY KANGAROO
-35.37630823,149.1334315,MUGGA LANE,EASTERN GREY KANGAROO
-35.35880196,149.109015,KAREELAH VISTA,EASTERN GREY KANGAROO
-35.33947941,149.1689445,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.4117017,149.0620196,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.36069983,149.0770453,MACFARLAND CRESCENT,EASTERN GREY KANGAROO
-35.35875323,149.10296100000002,COBBADAH STREET,EASTERN GREY KANGAROO
-35.29801988,149.12013230000002,,EASTERN GREY KANGAROO
-35.37821175,149.0727974,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.32332416,149.09759019999998,KENT STREET,EASTERN GREY KANGAROO
-35.33681274,149.22296819999997,OAKS ESTATE ROAD,EASTERN GREY KANGAROO
-35.38739427,149.0904217,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.4704221,149.0976446,WILSON CRESCENT,EASTERN GREY KANGAROO
-35.41087758,149.0618126,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.52691255,149.0744106,SMITHS ROAD,EASTERN GREY KANGAROO
-35.15820937,149.1380214,PETER COPPIN STREET,EASTERN GREY KANGAROO
-35.22957554,149.16342609999998,ASPINALL STREET,EASTERN GREY KANGAROO
-35.293002,149.175478,,EASTERN GREY KANGAROO
-35.29083048,149.174202,ADDISON ROAD,EASTERN GREY KANGAROO
-35.32966252,149.1228376,FLINDERS WAY,EASTERN GREY KANGAROO
-35.33027343,149.0259487,EUCUMBENE DRIVE,EASTERN GREY KANGAROO
-35.3471128,149.08900469999998,CALLAM STREET,EASTERN GREY KANGAROO
-35.37683157,149.09322959999997,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.37653946,149.0930061,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.27538639,149.06616709999997,WILLIAM HOVELL DRIVE,WOMBAT
-35.33702678,149.0822997,THEODORE STREET,BRUSHTAIL POSSUM
-35.45216757,149.0739197,POINT HUT ROAD,WOMBAT
-35.37822057,149.1827705,LANYON DRIVE,EASTERN GREY KANGAROO
-35.3472653,149.10841399999998,SAVERY STREET,EASTERN GREY KANGAROO
-35.34793667,149.1239303,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.282533,149.1492364,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.231945,149.19750390000002,MAJURA ROAD,EASTERN GREY KANGAROO
-35.32453615,149.0298436,SWALLOWTAIL ROAD,EASTERN GREY KANGAROO
-35.27230341,149.19545269999998,MAJURA ROAD,EASTERN GREY KANGAROO
-35.37904973,149.0729736,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.377283500000004,149.07007969999998,SULWOOD DRIVE,WALLAROO
-35.31930127,149.18821499999999,,EASTERN GREY KANGAROO
-35.37436352,149.0504947,KAMBAH POOL ROAD,EASTERN GREY KANGAROO
-35.34367235,149.1529206,JERRABOMBERRA AVENUE,EASTERN GREY KANGAROO
-35.38212562,149.0790217,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.38223531,149.07924330000003,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.37292375,149.063421,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.40663332,149.06420680000002,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.199772499999995,149.1005411,ABENA AVENUE,EASTERN GREY KANGAROO
-35.32548602,149.09331569999998,DENISON STREET,EASTERN GREY KANGAROO
-35.34821846,149.0716269,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.42449328,149.0752149,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.35179838,149.1515921,NARRABUNDAH LANE,EASTERN GREY KANGAROO
-35.22290018,149.1716905,FEDERAL HIGHWAY,WALLABY
-35.22341403,149.1698438,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.1521185,149.1477342,IDA WEST STREET,EASTERN GREY KANGAROO
-35.28809222,149.1677957,CRETE ROAD,EASTERN GREY KANGAROO
-35.32463575,149.09660159999999,KENT STREET,EASTERN GREY KANGAROO
-35.270414200000005,149.075182,BINDUBI STREET,EASTERN GREY KANGAROO
-35.28794142,149.16707590000001,CRETE ROAD,EASTERN GREY KANGAROO
-35.37793993,149.10090680000002,VALDER PLACE,EASTERN GREY KANGAROO
-35.41005697,149.0649169,,EASTERN GREY KANGAROO
-35.4717985,149.09100780000003,COVENTRY CLOSE,EASTERN GREY KANGAROO
-35.34462733,149.1257684,ENDEAVOUR STREET,EASTERN GREY KANGAROO
-35.17764528,149.14709960000002,DAVID WALSH AVENUE,EASTERN GREY KANGAROO
-35.438321200000004,149.1234709,THARWA DRIVE,EASTERN GREY KANGAROO
-35.43675998,149.1238535,THARWA DRIVE,EASTERN GREY KANGAROO
-35.4364421,149.1239763,THARWA DRIVE,EASTERN GREY KANGAROO
-35.380208700000004,149.056468,REYNELL PLACE,EASTERN GREY KANGAROO
-35.29648463,149.1766231,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.28175422,149.184893,MAJURA PARKWAY,EASTERN GREY KANGAROO
-35.40105723,149.148636,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.39956382,149.1505103,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.36144358,149.1664406,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.34203664,149.1600336,SIR HAROLD RAGGATT DRIVE,EASTERN GREY KANGAROO
-35.25077633,149.15415369999997,OFFICER CRESCENT,EASTERN GREY KANGAROO
-35.3846912,149.09445119999998,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.25070328,149.1544603,PHILLIP AVENUE,EASTERN GREY KANGAROO
-35.37418982,149.0984886,LAMBRIGG STREET,EASTERN GREY KANGAROO
-35.28832070000001,149.1424415,ANZAC PARADE,EASTERN GREY KANGAROO
-35.22919848,149.19596069999997,MAJURA ROAD,EASTERN GREY KANGAROO
-35.18140952,149.1455556,PETERSILKA STREET,EASTERN GREY KANGAROO
-35.3515723,149.0753206,EGGLESTON CRESCENT,EASTERN GREY KANGAROO
-35.32622358,149.2388919,SUTTON ROAD,EASTERN GREY KANGAROO
-35.31161535,149.03210900000002,OPPERMAN AVENUE,EASTERN GREY KANGAROO
-35.3160715,149.03366499999998,URIARRA ROAD,EASTERN GREY KANGAROO
-35.32755081,149.0944895,KENT STREET,EASTERN GREY KANGAROO
-35.2748758,149.0761956,BINDUBI STREET,EASTERN GREY KANGAROO
-35.33640065,149.00353,COTTER ROAD,EASTERN GREY KANGAROO
-35.34588653,149.1120189,WALLANGARA STREET,EASTERN GREY KANGAROO
-35.34930607,149.0767297,EGGLESTON CRESCENT,EASTERN GREY KANGAROO
-35.35097348,149.1353746,MUGGA LANE,EASTERN GREY KANGAROO
-35.29451293,149.1724941,ADDISON ROAD,EASTERN GREY KANGAROO
-35.394715999999995,149.1582186,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.40261497,149.14677340000003,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.40132332,149.148209,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.40237647,149.1483615,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.20161235,149.1325246,OODGEROO AVENUE,EASTERN GREY KANGAROO
-35.41189843,149.12732230000003,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.51142752,149.14955569999998,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.40874167,149.1449446,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.41087422,149.14490669999998,HOGBEN STREET,EASTERN GREY KANGAROO
-35.41016732,149.1449515,HOGBEN STREET,EASTERN GREY KANGAROO
-35.41218265,149.1442986,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.41185198,149.14503290000002,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.41580232,149.1447255,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.42973238,149.1340164,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.42525058,149.0713628,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.34444859,149.1509924,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.41294277,149.1251573,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.38814122,149.0892872,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.32495995,149.0966134,KENT STREET,EASTERN GREY KANGAROO
-35.24230858,149.0821358,COLLEGE STREET,EASTERN GREY KANGAROO
-35.35961603,149.0765947,MACFARLAND CRESCENT,EASTERN GREY KANGAROO
-35.3517678,149.140706,NARRABUNDAH LANE,EASTERN GREY KANGAROO
-35.38063587,149.17024709999998,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.3962555,149.1557947,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.4039736,149.0886367,MACKINNON STREET,EASTERN GREY KANGAROO
-35.1841686,149.0758526,KURINGA DRIVE,EASTERN GREY KANGAROO
-35.38941423,149.0866926,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.44536822,149.10435159999997,FIDGE STREET,WALLAROO
-35.20836655,149.19232409999998,FEDERAL HIGHWAY,WALLAROO
-35.34735483,149.1638476,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.34720603,149.16380780000003,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.27421768,149.148561,WOLSELEY DRIVE,WALLABY
-35.40248713,149.1473201,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.40602347,149.1136064,BADCOE STREET,EASTERN GREY KANGAROO
-35.46015608,149.09110249999998,THARWA DRIVE,EASTERN GREY KANGAROO
-35.41150052,149.0619771,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.24837822,149.1887206,MAJURA PARKWAY,EASTERN GREY KANGAROO
-35.31233358,149.1148038,GREY STREET,BRUSHTAIL POSSUM
-35.5091619,149.068591,NAAS ROAD,WOMBAT
-35.45864288,149.123575,,WOMBAT
-35.197903100000005,149.0899992,BARTON HIGHWAY,WOMBAT
-35.44671883,149.0790799,PREDDEY WAY,WOMBAT
-35.55919568,149.0861616,SMITHS ROAD,WOMBAT
-35.23853813,149.057154,NETTLEFOLD STREET,WOMBAT
-35.44004512,149.08851409999997,ARMBRUSTER STREET,EASTERN GREY KANGAROO
-35.44670525,149.0791352,PREDDEY WAY,EASTERN GREY KANGAROO
-35.39150235,149.1024919,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.27288515,149.1167495,BARRY DRIVE,EASTERN GREY KANGAROO
-35.39177758,149.10226619999997,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.32136938,149.11626930000003,MUGGA WAY,EASTERN GREY KANGAROO
-35.3593281,149.1319018,MUGGA LANE,EASTERN GREY KANGAROO
-35.22232333,149.1744399,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.28941845,149.17120680000002,,EASTERN GREY KANGAROO
-35.38154806,149.17815009999998,LANYON DRIVE,EASTERN GREY KANGAROO
-35.23156385,149.12272430000002,ELLENBOROUGH STREET,EASTERN GREY KANGAROO
-35.31551542,149.1003139,GORMANSTON CRESCENT,EASTERN GREY KANGAROO
-35.16421895,149.1478688,PAQUITA STREET,EASTERN GREY KANGAROO
-35.1922494,149.0673042,OWEN DIXON DRIVE,EASTERN GREY KANGAROO
-35.2994117,149.1482135,PARKES WAY,OTHER
-35.27927123,149.0840907,GLENLOCH INTERCHANGE,EASTERN GREY KANGAROO
-35.27835799,149.0811746,GLENLOCH INTERCHANGE,EASTERN GREY KANGAROO
-35.283035299999995,149.0880228,GLENLOCH INTERCHANGE,EASTERN GREY KANGAROO
-35.41052875,149.1255621,,EASTERN GREY KANGAROO
-35.31237648,149.0872767,COTTER ROAD,EASTERN GREY KANGAROO
-35.30711094,149.12040380000002,PERTH AVENUE,EASTERN GREY KANGAROO
-35.28329899,149.1503411,CRESWELL STREET,EASTERN GREY KANGAROO
-35.45240048,149.0746706,POINT HUT ROAD,WOMBAT
-35.34926567,149.1634257,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.32937734,149.12237,FLINDERS WAY,EASTERN GREY KANGAROO
-35.29270185,149.1708195,CEREMONIAL ROAD,EASTERN GREY KANGAROO
-35.405144899999996,149.0647246,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.40707389,149.0639645,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.37155685,149.0937385,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.46026865,149.091443,THARWA DRIVE,EASTERN GREY KANGAROO
-35.33069276,149.1233566,MUGGA WAY,EASTERN GREY KANGAROO
-35.27993331,149.1114798,CLUNIES ROSS STREET,EASTERN GREY KANGAROO
-35.25083748,149.1547293,PHILLIP AVENUE,EASTERN GREY KANGAROO
-35.36040729,149.1048781,COBBADAH STREET,EASTERN GREY KANGAROO
-35.40453113,149.14636969999998,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.39928291,149.1506433,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.3210419,149.0327894,CATALANO STREET,EASTERN GREY KANGAROO
-35.30659209,149.0308685,JOHN GORTON DRIVE,EASTERN GREY KANGAROO
-35.42077445,149.0661363,SOWARD WAY,EASTERN GREY KANGAROO
-35.39905097,149.15112969999998,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.16752608,149.18322,,EASTERN GREY KANGAROO
-35.17244474,149.1485529,ALICE BERRY STREET,EASTERN GREY KANGAROO
-35.2513926,149.148843,EADY STREET,EASTERN GREY KANGAROO
-35.25072648,149.15367869999997,OFFICER CRESCENT,EASTERN GREY KANGAROO
-35.26149783,149.1459275,WAKEFIELD AVENUE,EASTERN GREY KANGAROO
-35.2907819,149.1700616,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.29643418,149.06141680000002,BOUNDARY ROAD,EASTERN GREY KANGAROO
-35.26176995,149.0563581,COULTER DRIVE,EASTERN GREY KANGAROO
-35.34849384,149.06970080000002,TUGGERANONG PARKWAY,EASTERN GREY KANGAROO
-35.41641887,149.06285219999998,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.2409944,149.19479209999997,MAJURA ROAD,EASTERN GREY KANGAROO
-35.2169143,149.1942697,HECTOR MCINTOSH GROVE,EASTERN GREY KANGAROO
-35.19711478,149.13066719999998,NUDURR DRIVE,EASTERN GREY KANGAROO
-35.15288367,149.1500907,IDA WEST STREET,EASTERN GREY KANGAROO
-35.43999973,149.0877313,ARMBRUSTER STREET,EASTERN GREY KANGAROO
-35.40963633,149.0628153,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.422617100000004,149.0678375,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.28603927,149.19283430000002,MAJURA ROAD,EASTERN GREY KANGAROO
-35.26441442,149.195584,MAJURA ROAD,EASTERN GREY KANGAROO
-35.38528298,149.0958249,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.24262542,149.1936242,MAJURA ROAD,EASTERN GREY KANGAROO
-35.235532,149.1980372,MAJURA ROAD,EASTERN GREY KANGAROO
-35.41067465,149.1153365,BUNDOCK PLACE,EASTERN GREY KANGAROO
-35.25998566,149.09584099999998,BELCONNEN WAY,EASTERN GREY KANGAROO
-35.33642765,149.17373940000002,CANBERRA AVENUE,EASTERN GREY KANGAROO
-35.37413813,149.0926566,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.43528502,149.0890701,NOARLUNGA CRESCENT,EASTERN GREY KANGAROO
-35.42545902,149.0719195,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.28045866,149.14831569999998,,EASTERN GREY KANGAROO
-35.39872048,149.151297,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.38986208,149.1012854,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.40245363,149.14774419999998,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.28038477,149.0823568,GLENLOCH INTERCHANGE,WOMBAT
-35.33234652,149.090295,WEBSTER STREET,BRUSHTAIL POSSUM
-35.31944705,149.03190049999998,SWALLOWTAIL ROAD,WOMBAT
-35.30480867,149.020812,SIBOSADO STREET,EASTERN GREY KANGAROO
-35.32853693,149.1027794,,EASTERN GREY KANGAROO
-35.34756142,149.1210858,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.42879244,149.08149519999998,BOTTRILL STREET,EASTERN GREY KANGAROO
-35.26803921,149.14767849999998,DUFFY STREET,EASTERN GREY KANGAROO
-35.27260365,149.0756288,BINDUBI STREET,EASTERN GREY KANGAROO
-35.20566924,149.1997567,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.15272521,149.1144696,MIRRABEI DRIVE,EASTERN GREY KANGAROO
-35.27472433,149.195171,MAJURA ROAD,EASTERN GREY KANGAROO
-35.28773525,149.16529340000002,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.28792598,149.16704950000002,CRETE ROAD,EASTERN GREY KANGAROO
-35.2652346,149.07381750000002,BINDUBI STREET,EASTERN GREY KANGAROO
-35.32582532,149.09618480000003,KENT STREET,EASTERN GREY KANGAROO
-35.36447823,149.0473178,PELHAM CLOSE,EASTERN GREY KANGAROO
-35.443364100000004,149.0986444,THARWA DRIVE,EASTERN GREY KANGAROO
-35.44654745,149.0926913,THARWA DRIVE,EASTERN GREY KANGAROO
-35.40609729,149.0642458,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.3488342,149.2076051,,EASTERN GREY KANGAROO
-35.32024509,149.09210969999998,MAKIN PLACE,EASTERN GREY KANGAROO
-35.21035364,149.04867219999997,KINGSFORD SMITH DRIVE,EASTERN GREY KANGAROO
-35.22367235,149.1264017,GUNGAHLIN DRIVE,EASTERN GREY KANGAROO
-35.25900568,149.08785840000002,CASWELL DRIVE,EASTERN GREY KANGAROO
-35.44708913,149.11275890000002,MEHAFFEY CRESCENT,EASTERN GREY KANGAROO
-35.44548715,149.1119847,THARWA DRIVE,EASTERN GREY KANGAROO
-35.23192995,149.0797919,GINNINDERRA DRIVE,EASTERN GREY KANGAROO
-35.38539002,149.0586616,CHIRNSIDE CIRCUIT,EASTERN GREY KANGAROO
-35.34831556,149.0789573,EGGLESTON CRESCENT,EASTERN GREY KANGAROO
-35.37357119,149.06740219999998,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.34430957,149.0989876,YAMBA DRIVE,EASTERN GREY KANGAROO
-35.38401470000001,149.17285230000002,LANYON DRIVE,EASTERN GREY KANGAROO
-35.44980517,149.0917455,WHITFORD PLACE,EASTERN GREY KANGAROO
-35.326950599999996,149.0527392,STREETON DRIVE,EASTERN GREY KANGAROO
-35.24211651,149.07984950000002,HYTTEN PLACE,EASTERN GREY KANGAROO
-35.36401442,149.09440949999998,MAWSON PLACE,EASTERN GREY KANGAROO
-35.32439238,149.0280008,,EASTERN GREY KANGAROO
-35.32351734,149.0286405,,EASTERN GREY KANGAROO
-35.4026113,149.062056,STIEGLITZ CIRCUIT,EASTERN GREY KANGAROO
-35.27070038,149.11464719999998,BARRY DRIVE,EASTERN GREY KANGAROO
-35.34410038,149.13769519999997,DALRYMPLE STREET,EASTERN GREY KANGAROO
-35.34293813,149.0266211,EUCUMBENE DRIVE,
-35.41203283,149.1277065,ISABELLA DRIVE,EASTERN GREY KANGAROO
-35.38133718,149.0788316,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.23159136,149.080392,GINNINDERRA DRIVE,EASTERN GREY KANGAROO
-35.32881702,149.09476709999998,JESS PLACE,EASTERN GREY KANGAROO
-35.28790644,149.16733169999998,CRETE ROAD,EASTERN GREY KANGAROO
-35.28153712,149.1090507,PARKES WAY,EASTERN GREY KANGAROO
-35.18447637,149.1166346,GUNGAHLIN DRIVE,EASTERN GREY KANGAROO
-35.37975528,149.09232580000003,ATHLLON DRIVE,EASTERN GREY KANGAROO
-35.416618,149.1448841,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.42619132,149.13881669999998,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.42837662,149.13580369999997,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.42875712,149.1350975,MONARO HIGHWAY,WALLAROO
-35.43240958,149.12808959999998,MONARO HIGHWAY,EASTERN GREY KANGAROO
-35.34563065,149.1116837,WALLANGARA STREET,EASTERN GREY KANGAROO
-35.1626466,149.14983840000002,AMY ACKMAN STREET,EASTERN GREY KANGAROO
-35.37905745,149.1154717,YAMBA DRIVE,EASTERN GREY KANGAROO
-35.18169787,149.1465892,PETERSILKA STREET,EASTERN GREY KANGAROO
-35.3202136,149.12191409999997,DAMPIER CRESCENT,EASTERN GREY KANGAROO
-35.43971132,148.94394269999998,TIDBINBILLA RESERVE ROAD,EASTERN GREY KANGAROO
-35.44305879,148.9579547,TIDBINBILLA ROAD,EASTERN GREY KANGAROO
-35.44163899,148.93065280000002,,EASTERN GREY KANGAROO
-35.44099246,148.9299346,,EASTERN GREY KANGAROO
-35.37202138,149.09419509999998,BEASLEY STREET,EASTERN GREY KANGAROO
-35.35726637,149.1025451,NUMERALLA STREET,EASTERN GREY KANGAROO
-35.28940057,149.1688815,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.29137528,149.17040169999999,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.22437203,149.16558930000002,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.20783088,149.1969243,,EASTERN GREY KANGAROO
-35.21411302,149.1872719,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.35397895,149.07230330000002,,EASTERN GREY KANGAROO
-35.2816324,149.15269980000002,FERDINAND PLACE,EASTERN GREY KANGAROO
-35.18890282,149.0796868,CURRAN DRIVE,EASTERN GREY KANGAROO
-35.38989395,149.0786737,LIVINGSTON AVENUE,EASTERN GREY KANGAROO
-35.25916608,149.15217109999998,HOBSON PLACE,EASTERN GREY KANGAROO
-35.18207353,149.1491091,MCCLUNG STREET,EASTERN GREY KANGAROO
-35.19725962,149.1038507,GUNDAROO DRIVE,EASTERN GREY KANGAROO
-35.36575833,149.0779336,PARKHILL STREET,EASTERN GREY KANGAROO
-35.30223497,149.1545062,MORSHEAD DRIVE,EASTERN GREY KANGAROO
-35.349493599999995,149.1366824,NARRABUNDAH LANE,EASTERN GREY KANGAROO
-35.34640587,149.1384744,MUGGA LANE,EASTERN GREY KANGAROO
-35.34676071,149.1399438,,EASTERN GREY KANGAROO
-35.44410932,149.0938438,THARWA DRIVE,EASTERN GREY KANGAROO
-35.383008000000004,149.0800156,SULWOOD DRIVE,EASTERN GREY KANGAROO
-35.27976957,149.08164209999998,GLENLOCH INTERCHANGE,EASTERN GREY KANGAROO
-35.15385473,149.1444459,ESSIE COFFEY STREET,EASTERN GREY KANGAROO
-35.18546905,149.088639,CURRAN DRIVE,EASTERN GREY KANGAROO
-35.23685575,149.1941083,MAJURA PARKWAY,EASTERN GREY KANGAROO
-35.20747202,149.1939872,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.20765977,149.1937487,FEDERAL HIGHWAY,EASTERN GREY KANGAROO
-35.33900926,149.0910726,WISDOM STREET,EASTERN GREY KANGAROO
-35.25689772,149.15626569999998,,EASTERN GREY KANGAROO
-35.33111087,149.12278700000002,MUGGA WAY,EASTERN GREY KANGAROO
-35.19938857,149.1685351,KAIGAS STREET,EASTERN GREY KANGAROO
-35.33326662,149.1091438,,EASTERN GREY KANGAROO
-35.26577088,149.19634340000002,MAJURA ROAD,EASTERN GREY KANGAROO
-35.29248852,149.2068485,,EASTERN GREY KANGAROO
-35.29387265,149.1719128,ADDISON ROAD,EASTERN GREY KANGAROO
-35.25129518,149.1882264,MAJURA PARKWAY,EASTERN GREY KANGAROO
-35.2810348,149.1854419,MAJURA PARKWAY,EASTERN GREY KANGAROO
-35.284226600000004,149.1600201,MOUNT AINSLIE DRIVE,EASTERN GREY KANGAROO
-35.38905424,149.1106498,,EASTERN GREY KANGAROO
-35.37421456,149.0872877,TORRENS PLACE,EASTERN GREY KANGAROO
-35.28270996,149.15189630000003,CRESWELL STREET,EASTERN GREY KANGAROO
-35.2941797,149.1724039,ADDISON ROAD,EASTERN GREY KANGAROO
-35.23605537,149.1665381,ANTILL STREET,EASTERN GREY KANGAROO
-35.27762778,149.0802805,GLENLOCH INTERCHANGE,EASTERN GREY KANGAROO
-35.24371613,149.0536895,BELCONNEN WAY,EASTERN GREY KANGAROO
-35.44059542,149.08741740000002,ARMBRUSTER STREET,EASTERN GREY KANGAROO
-35.44086487,149.08747590000002,ARMBRUSTER STREET,EASTERN GREY KANGAROO
-35.441055799999994,149.0878233,ARMBRUSTER STREET,EASTERN GREY KANGAROO
-35.23235418,149.0851322,GINNINDERRA DRIVE,EASTERN GREY KANGAROO
-35.28128710000001,149.1466771,LIMESTONE AVENUE,EASTERN GREY KANGAROO
-35.34900993,149.12382390000002,,EASTERN GREY KANGAROO
-35.29157438,149.1701976,GENERAL BRIDGES DRIVE,EASTERN GREY KANGAROO
-35.29003283,149.1693493,FAIRBAIRN AVENUE,EASTERN GREY KANGAROO
-35.34544468,149.1127396,HINDMARSH DRIVE,EASTERN GREY KANGAROO
-35.15512988,149.10176,JULE KNIGHT STREET,OTHER
-35.26456953,149.1106466,BARRY DRIVE,OTHER
-35.19666312,149.05831919999997,MCNOLTY PLACE,OTHER
-35.26067792,149.11486269999997,MILLER STREET,WOMBAT
